date,state,area,number_of_monitoring_stations,prominent_pollutants,aqi_value,air_quality_status,unit,note
19-08-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-08-2023,Kerala,Kochi,1,CO,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-08-2023,Kerala,Kochi,1,CO,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-08-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-08-2023,Kerala,Kollam,1,PM10,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-08-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",38,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-08-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-08-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-08-2023,Kerala,Thiruvananthapuram,1,PM10,53,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-08-2023,Kerala,Kollam,1,PM2.5,121,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-08-2023,Kerala,Kochi,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-08-2023,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-08-2023,Kerala,Thiruvananthapuram,2,CO,42,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-08-2023,Kerala,Kannur,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-08-2023,Kerala,Kollam,1,PM10,96,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-08-2023,Kerala,Kochi,1,PM10,87,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-08-2023,Kerala,Eloor,1,PM10,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-08-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-08-2023,Kerala,Eloor,1,PM10,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-08-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",33,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-08-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-08-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-08-2023,Kerala,Kollam,1,PM10,84,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-08-2023,Kerala,Kochi,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-08-2023,Kerala,Kochi,1,CO,85,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-08-2023,Kerala,Eloor,1,PM10,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-08-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",36,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-08-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-08-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-08-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-08-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-08-2023,Kerala,Kochi,1,CO,82,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-08-2023,Kerala,Eloor,1,PM10,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-08-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",30,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-08-2023,Kerala,Kochi,1,PM10,65,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-08-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-08-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-08-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",35,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-08-2023,Kerala,Eloor,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-08-2023,Kerala,Kollam,1,PM10,82,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-08-2023,Kerala,Kochi,1,CO,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-08-2023,Kerala,Kollam,1,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-08-2023,Kerala,Kannur,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-08-2023,Kerala,Thrissur,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-08-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",35,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-08-2023,Kerala,Eloor,1,PM10,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-08-2023,Kerala,Eloor,1,PM10,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-08-2023,Kerala,Kollam,1,PM10,87,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-08-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",32,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-08-2023,Kerala,Kannur,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-08-2023,Kerala,Kochi,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-08-2023,Kerala,Thrissur,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-08-2023,Kerala,Eloor,1,PM10,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-08-2023,Kerala,Kollam,1,PM10,87,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-08-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",34,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-08-2023,Kerala,Kollam,1,PM10,79,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-08-2023,Kerala,Eloor,1,PM10,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-08-2023,Kerala,Thrissur,1,O3,39,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-08-2023,Kerala,Thiruvananthapuram,2,CO,36,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-08-2023,Kerala,Kochi,1,CO,79,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-08-2023,Kerala,Thiruvananthapuram,2,CO,34,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-08-2023,Kerala,Thrissur,1,O3,38,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-08-2023,Kerala,Kollam,1,PM10,75,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-08-2023,Kerala,Thiruvananthapuram,2,PM10,27,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-08-2023,Kerala,Kochi,1,CO,78,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-08-2023,Kerala,Kochi,1,CO,80,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-08-2023,Kerala,Thiruvananthapuram,2,CO,34,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-08-2023,Kerala,Thrissur,1,O3,38,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-08-2023,Kerala,Kollam,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-08-2023,Kerala,Kochi,1,CO,78,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-08-2023,Kerala,Eloor,1,PM10,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-08-2023,Kerala,Thiruvananthapuram,2,CO,32,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-08-2023,Kerala,Thrissur,1,O3,39,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-08-2023,Kerala,Kollam,1,PM10,73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-08-2023,Kerala,Eloor,1,PM10,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-08-2023,Kerala,Kochi,1,CO,82,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-08-2023,Kerala,Thrissur,1,PM2.5,63,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-08-2023,Kerala,Kollam,1,PM10,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-08-2023,Kerala,Thiruvananthapuram,2,PM10,28,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-08-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-08-2023,Kerala,Thiruvananthapuram,2,CO,40,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-08-2023,Kerala,Kochi,1,CO,83,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-08-2023,Kerala,Kollam,1,PM10,84,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-08-2023,Kerala,Eloor,1,PM10,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-08-2023,Kerala,Thrissur,1,PM10,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-08-2023,Kerala,Kollam,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-08-2023,Kerala,Eloor,1,PM10,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-08-2023,Kerala,Kochi,1,CO,80,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-08-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",30,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-08-2023,Kerala,Thrissur,1,PM10,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-08-2023,Kerala,Kannur,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-07-2023,Kerala,Kollam,1,PM10,86,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-07-2023,Kerala,Eloor,1,PM10,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-07-2023,Kerala,Kochi,1,CO,79,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-07-2023,Kerala,Thiruvananthapuram,2,CO,36,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-07-2023,Kerala,Thrissur,1,PM10,53,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-07-2023,Kerala,Eloor,1,PM10,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-07-2023,Kerala,Kollam,1,PM10,87,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-07-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-07-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",30,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-07-2023,Kerala,Thrissur,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-07-2023,Kerala,Kochi,1,CO,78,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-07-2023,Kerala,Thrissur,1,PM10,54,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-07-2023,Kerala,Thiruvananthapuram,2,"PM10,CO",30,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-07-2023,Kerala,Kannur,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-07-2023,Kerala,Kollam,1,PM10,80,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-07-2023,Kerala,Kochi,1,PM10,81,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-07-2023,Kerala,Kollam,1,PM10,72,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-07-2023,Kerala,Thiruvananthapuram,2,PM10,27,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-07-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-07-2023,Kerala,Kochi,1,CO,80,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-07-2023,Kerala,Thrissur,1,PM2.5,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-07-2023,Kerala,Thrissur,1,CO,54,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-07-2023,Kerala,Kollam,1,PM10,71,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-07-2023,Kerala,Thiruvananthapuram,1,CO,15,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-07-2023,Kerala,Kochi,1,CO,78,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-07-2023,Kerala,Kochi,1,CO,78,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-07-2023,Kerala,Kollam,1,PM10,55,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-07-2023,Kerala,Thrissur,1,PM2.5,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-07-2023,Kerala,Thiruvananthapuram,1,CO,37,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-07-2023,Kerala,Eloor,1,PM10,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-07-2023,Kerala,Kollam,1,PM10,74,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-07-2023,Kerala,Thrissur,1,PM2.5,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-07-2023,Kerala,Thrissur,1,PM2.5,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-07-2023,Kerala,Kollam,1,PM10,62,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-07-2023,Kerala,Thiruvananthapuram,1,PM10,14,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-07-2023,Kerala,Thrissur,1,PM10,49,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-07-2023,Kerala,Kollam,1,PM10,81,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-07-2023,Kerala,Thiruvananthapuram,1,CO,29,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-07-2023,Kerala,Thrissur,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-07-2023,Kerala,Kollam,1,PM10,86,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-07-2023,Kerala,Kochi,1,PM10,109,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-07-2023,Kerala,Kollam,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-07-2023,Kerala,Kannur,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-07-2023,Kerala,Kochi,1,PM10,90,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-07-2023,Kerala,Thrissur,1,PM10,74,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-07-2023,Kerala,Thiruvananthapuram,1,CO,22,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-07-2023,Kerala,Thrissur,1,PM10,60,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-07-2023,Kerala,Kannur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-07-2023,Kerala,Thiruvananthapuram,1,CO,29,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-07-2023,Kerala,Eloor,1,PM10,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-07-2023,Kerala,Kollam,1,PM10,73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-07-2023,Kerala,Kollam,1,PM10,74,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-07-2023,Kerala,Thiruvananthapuram,1,CO,34,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-07-2023,Kerala,Kannur,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-07-2023,Kerala,Eloor,1,PM10,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
